builder_key,contrast,metric,left_regime,right_regime,left_mean,mean_difference,ci_lower,ci_upper,relative_difference_percent,paired_question_count,display_name,family,parameter_billions,scale_band
qwen3_0_6b,Primary: ER+RR−Native,retrieval_hit,Native,ER+RR,0.3333333333333333,0.1111111111111111,0.022222222222222223,0.2,33.333333333333336,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Primary: ER+RR−Native,retrieval_recall,Native,ER+RR,0.15462962962962962,0.03888888888888889,-0.005555555555555556,0.08333333333333333,25.149700598802397,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Primary: ER+RR−Native,reciprocal_rank,Native,ER+RR,0.32222222222222224,0.075,-0.002777777777777778,0.1527777777777778,23.275862068965516,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Primary: ER+RR−Native,complete_chain_recall_at_5,Native,ER+RR,0.022222222222222223,-0.011111111111111112,-0.044444444444444446,0.022222222222222223,-50.0,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Secondary: ER−Native,retrieval_hit,Native,ER,0.3333333333333333,0.1111111111111111,0.022222222222222223,0.2,33.333333333333336,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Secondary: ER−Native,retrieval_recall,Native,ER,0.15462962962962962,0.04074074074074074,-0.004629629629629628,0.0861111111111111,26.347305389221557,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Secondary: ER−Native,reciprocal_rank,Native,ER,0.32222222222222224,0.075,-0.002777777777777778,0.1527777777777778,23.275862068965516,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Secondary: ER−Native,complete_chain_recall_at_5,Native,ER,0.022222222222222223,0.0,-0.044444444444444446,0.044444444444444446,0.0,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Incremental: ER+RR−ER,retrieval_hit,ER,ER+RR,0.4444444444444444,0.0,0.0,0.0,0.0,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Incremental: ER+RR−ER,retrieval_recall,ER,ER+RR,0.1953703703703703,-0.0018518518518518521,-0.016666666666666666,0.011111111111111112,-0.9478672985781994,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Incremental: ER+RR−ER,reciprocal_rank,ER,ER+RR,0.3972222222222222,0.0,0.0,0.0,0.0,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_0_6b,Incremental: ER+RR−ER,complete_chain_recall_at_5,ER,ER+RR,0.022222222222222223,-0.011111111111111112,-0.03333333333333333,0.0,-50.0,90,Qwen3 0.6B,qwen3,0.6,sub_1b
qwen3_1_7b,Primary: ER+RR−Native,retrieval_hit,Native,ER+RR,0.2222222222222222,0.12222222222222222,0.05555555555555555,0.18888888888888888,55.0,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Primary: ER+RR−Native,retrieval_recall,Native,ER+RR,0.08888888888888889,0.0685185185185185,0.03796296296296296,0.10185185185185186,77.08333333333331,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Primary: ER+RR−Native,reciprocal_rank,Native,ER+RR,0.21666666666666667,0.1111111111111111,0.05555555555555555,0.17777777777777778,51.28205128205128,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Primary: ER+RR−Native,complete_chain_recall_at_5,Native,ER+RR,0.0,0.03333333333333333,0.0,0.07777777777777778,,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Secondary: ER−Native,retrieval_hit,Native,ER,0.2222222222222222,0.12222222222222222,0.05555555555555555,0.18888888888888888,55.0,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Secondary: ER−Native,retrieval_recall,Native,ER,0.08888888888888889,0.0685185185185185,0.03796296296296296,0.10185185185185186,77.08333333333331,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Secondary: ER−Native,reciprocal_rank,Native,ER,0.21666666666666667,0.1111111111111111,0.05555555555555555,0.17777777777777778,51.28205128205128,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Secondary: ER−Native,complete_chain_recall_at_5,Native,ER,0.0,0.03333333333333333,0.0,0.07777777777777778,,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Incremental: ER+RR−ER,retrieval_hit,ER,ER+RR,0.34444444444444444,0.0,0.0,0.0,0.0,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Incremental: ER+RR−ER,retrieval_recall,ER,ER+RR,0.1574074074074074,0.0,0.0,0.0,0.0,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Incremental: ER+RR−ER,reciprocal_rank,ER,ER+RR,0.3277777777777778,0.0,0.0,0.0,0.0,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_1_7b,Incremental: ER+RR−ER,complete_chain_recall_at_5,ER,ER+RR,0.03333333333333333,0.0,0.0,0.0,0.0,90,Qwen3 1.7B,qwen3,1.7,1_to_lt4b
qwen3_4b,Primary: ER+RR−Native,retrieval_hit,Native,ER+RR,0.18888888888888888,0.06666666666666667,0.0,0.14444444444444443,35.294117647058826,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
qwen3_4b,Primary: ER+RR−Native,retrieval_recall,Native,ER+RR,0.0962962962962963,0.01944444444444444,-0.011111111111111112,0.05185185185185184,20.19230769230769,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
qwen3_4b,Primary: ER+RR−Native,reciprocal_rank,Native,ER+RR,0.18888888888888888,0.044444444444444446,-0.016666666666666666,0.1111111111111111,23.529411764705884,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
qwen3_4b,Primary: ER+RR−Native,complete_chain_recall_at_5,Native,ER+RR,0.022222222222222223,0.0,0.0,0.0,0.0,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
qwen3_4b,Secondary: ER−Native,retrieval_hit,Native,ER,0.18888888888888888,0.07777777777777778,0.0,0.15555555555555556,41.1764705882353,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
qwen3_4b,Secondary: ER−Native,retrieval_recall,Native,ER,0.0962962962962963,0.023148148148148143,-0.009259259259259259,0.05555555555555555,24.038461538461533,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
qwen3_4b,Secondary: ER−Native,reciprocal_rank,Native,ER,0.18888888888888888,0.05555555555555555,-0.011111111111111112,0.12222222222222222,29.41176470588235,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
qwen3_4b,Secondary: ER−Native,complete_chain_recall_at_5,Native,ER,0.022222222222222223,0.0,0.0,0.0,0.0,90,Qwen3 4B,qwen3,4.0,4_to_lt8b
